SERIAL_NUMBER,USE_TIME,FAIL
X1000_20220728_52,2022-09-16 16:46:39,0.0
X1000_20220728_82,2022-11-16 14:19:27,0.0
X1000_20220728_48,2022-09-17 13:43:11,0.0
X1000_20220728_44,2022-09-19 14:53:59,0.0
X1000_20220728_56,2022-09-22 12:50:28,0.0
X1000_20220728_16,2022-09-16 13:16:49,0.0
X1000_20220728_58,2022-09-28 16:30:56,0.0
X1000_20220728_80,2022-09-03 19:17:53,0.0
X1000_20220728_75,2022-09-24 09:50:15,0.0
X1000_20220728_78,2022-09-16 10:32:02,0.0
X1000_20220728_41,2022-10-08 17:25:20,0.0
X1000_20220728_19,2022-09-27 19:30:26,0.0
X1000_20220728_60,2022-09-22 09:36:27,0.0
X1000_20220728_87,2022-10-10 19:19:35,0.0
X1000_20220728_84,2022-09-16 10:16:33,0.0
X1000_20220728_66,2022-09-11 11:58:51,0.0
X1000_20220728_36,2022-09-13 15:29:25,0.0
X1000_20220728_2,2022-09-10 16:31:56,1.0
X1000_20220728_29,2022-09-29 12:31:08,0.0
X1000_20220728_35,2022-09-27 16:41:11,0.0
X1000_20220728_13,2022-10-10 18:59:46,0.0
X1000_20220728_11,2022-09-07 09:37:36,0.0
X1000_20220728_45,2022-09-02 19:09:07,0.0
X1000_20220728_40,2022-09-21 17:45:02,0.0
X1000_20220728_5,2022-09-09 18:14:44,0.0
X1000_20220728_65,2022-11-06 15:47:24,0.0
X1000_20220728_33,2022-10-29 15:54:04,0.0
X1000_20220728_21,2022-09-03 15:20:58,0.0
X1000_20220728_88,2022-10-07 10:14:46,0.0
X1000_20220728_47,2022-10-17 13:21:24,0.0
X1000_20220728_37,2022-09-13 12:54:44,0.0
X1000_20220728_53,2022-10-26 10:48:29,1.0
X1000_20220728_22,2022-10-08 10:58:12,0.0
X1000_20220728_51,2022-09-21 13:03:35,0.0
X1000_20220728_68,2022-11-03 18:49:26,0.0
X1000_20220728_12,2022-08-31 13:30:37,0.0
X1000_20220728_31,2022-09-14 14:28:40,0.0
X1000_20220728_7,2022-09-12 11:11:46,0.0
X1000_20220728_34,2022-09-07 17:55:21,0.0
X1000_20220728_81,2022-10-16 09:40:20,0.0
X1000_20220728_79,2022-09-26 16:25:07,0.0
X1000_20220728_85,2022-09-22 17:03:46,0.0
X1000_20220728_46,2022-09-04 15:53:46,0.0
X1000_20220728_14,2022-08-18 13:02:36,1.0
X1000_20220728_39,2022-08-21 15:26:13,0.0
X1000_20220728_74,2022-09-30 09:05:38,0.0
X1000_20220728_86,2022-10-24 13:15:04,0.0
X1000_20220728_72,2022-09-26 12:29:32,0.0
X1000_20220728_30,2022-09-22 12:18:34,0.0
X1000_20220728_4,2022-10-07 12:42:28,1.0
X1000_20220728_49,2022-09-18 10:20:18,0.0
X1000_20220728_32,2022-09-30 08:41:50,0.0
X1000_20220728_67,2022-10-14 11:09:10,0.0
X1000_20220728_25,2022-10-14 12:01:37,1.0
,,
X1000_20220728_43,2022-10-14 10:52:13,0.0
X1000_20220728_76,2022-10-14 14:13:47,0.0
X1000_20220729_68,2022-10-02 18:42:21,0.0
X1000_20220729_41,2022-09-30 18:30:51,0.0
X1000_20220729_9,2022-10-22 18:01:18,0.0
X1000_20220729_28,2022-10-27 16:19:10,0.0
X1000_20220729_64,2022-11-16 11:26:23,0.0
X1000_20220729_4,2022-10-16 10:30:30,0.0
X1000_20220729_52,2022-11-05 11:11:16,0.0
X1000_20220729_82,2022-10-01 18:08:07,1.0
X1000_20220729_33,2022-10-06 11:33:01,0.0
X1000_20220729_61,2022-09-15 08:07:14,0.0
X1000_20220729_31,2022-09-29 12:43:26,0.0
X1000_20220729_8,2022-09-21 10:09:17,0.0
X1000_20220729_16,2022-09-27 08:26:49,0.0
X1000_20220729_30,2022-09-17 10:57:41,0.0
X1000_20220729_20,2022-09-10 15:03:31,0.0
X1000_20220729_37,2022-10-10 19:36:38,0.0
X1000_20220729_48,2022-09-26 09:46:27,0.0
X1000_20220729_79,2022-09-24 09:29:12,0.0
X1000_20220729_25,2022-09-24 11:33:29,0.0
X1000_20220729_89,2022-10-08 09:00:20,0.0
X1000_20220729_39,2022-10-22 10:03:54,0.0
X1000_20220729_63,2022-10-07 09:31:59,0.0
X1000_20220729_1,2022-09-19 14:42:44,0.0
X1000_20220729_40,2022-11-17 18:31:06,0.0
X1000_20220729_73,2022-09-16 13:03:56,0.0
X1000_20220729_88,2022-09-30 12:35:54,0.0
X1000_20220729_21,2022-09-07 13:20:55,0.0
X1000_20220729_23,2022-09-25 08:10:21,0.0
X1000_20220729_43,2022-09-10 19:03:12,0.0
X1000_20220729_38,2022-10-25 16:37:42,0.0
X1000_20220729_22,2022-09-25 15:04:34,0.0
X1000_20220729_67,2022-09-08 15:51:26,0.0
X1000_20220729_24,2022-10-16 09:42:29,0.0
X1000_20220729_49,2022-08-28 09:05:28,0.0
X1000_20220729_15,2022-10-02 19:39:07,0.0
,,
X1000_20220729_59,2022-10-01 09:16:49,0.0
X1000_20220729_12,2022-09-13 17:57:38,0.0
X1000_20220729_54,2022-10-14 11:29:58,0.0
X1000_20220729_83,2022-09-06 11:28:52,0.0
X1000_20220729_91,2022-09-30 08:43:43,0.0
X1000_20220729_53,2022-09-09 08:34:12,0.0
X1000_20220729_55,2022-09-08 16:12:11,0.0
X1000_20220729_60,2022-09-29 19:13:06,0.0
X1000_20220729_72,,
X1000_20220729_76,2022-10-13 16:28:02,0.0
X1000_20220729_29,2022-10-08 16:30:48,0.0
X1000_20220729_92,2022-09-09 13:01:29,0.0
X1000_20220729_32,2022-08-31 19:20:22,0.0
X1000_20220729_14,2022-09-25 13:59:15,0.0
X1000_20220729_87,2022-10-26 15:28:09,0.0
X1000_20220729_62,2022-09-17 15:26:11,1.0
X1000_20220729_17,2022-10-03 08:15:36,1.0
X1000_20220729_26,2022-09-14 19:44:22,1.0
X1000_20220729_70,2022-10-04 12:22:00,1.0
X1000_20220729_84,2022-10-23 10:33:38,0.0
X1000_20220729_80,2022-09-22 18:01:48,0.0
X1000_20220729_86,2022-10-11 14:49:06,0.0
X1000_20220729_71,2022-09-26 10:56:49,0.0
X1000_20220729_66,2022-10-16 11:56:25,0.0
X1000_20220729_46,2022-10-12 14:52:56,0.0
X1000_20220729_51,2022-10-15 10:57:18,0.0
X1000_20220729_69,2022-10-22 15:06:01,0.0
X1000_20220729_75,2022-09-08 17:02:24,0.0
X1000_20220729_18,2022-09-13 08:45:14,0.0
X1000_20220729_36,2022-08-28 19:48:35,0.0
X1000_20220729_90,2022-09-21 09:36:03,0.0
X1000_20220729_19,2022-10-24 15:46:16,0.0
X1000_20220729_6,2022-09-17 19:23:11,0.0
X1000_20220729_74,2022-08-19 09:37:50,0.0
X1000_20220729_10,2022-10-08 16:49:00,0.0
X1000_20220729_47,2022-08-22 08:44:27,0.0
X1000_20220729_85,2022-10-08 08:25:51,0.0
X1000_20220729_7,2022-10-01 10:13:31,0.0
X1000_20220730_37,2022-10-26 12:00:37,0.0
X1000_20220730_78,2022-10-20 19:37:20,0.0
X1000_20220730_48,2022-09-26 08:14:55,0.0
X1000_20220730_71,2022-09-08 09:54:30,0.0
X1000_20220730_35,2022-10-28 16:07:48,0.0
X1000_20220730_46,2022-09-17 18:03:12,0.0
X1000_20220730_51,,
X1000_20220730_13,2022-10-15 18:59:35,0.0
X1000_20220730_70,2022-09-27 13:47:58,0.0
X1000_20220730_2,2022-09-20 19:10:06,0.0
X1000_20220730_68,2022-09-22 15:49:28,0.0
X1000_20220730_56,2022-10-17 18:24:14,1.0
X1000_20220730_14,2022-08-27 14:36:14,0.0
X1000_20220730_38,2022-10-08 08:31:41,0.0
X1000_20220730_7,2022-10-22 17:05:25,0.0
X1000_20220730_81,2022-10-16 18:10:50,0.0
X1000_20220730_80,2022-09-22 17:41:48,0.0
X1000_20220730_44,2022-08-20 18:54:32,0.0
X1000_20220730_74,2022-10-03 12:34:27,0.0
X1000_20220730_92,2022-10-01 19:33:02,0.0
X1000_20220730_18,2022-09-27 08:06:42,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20220730_32,2022-10-22 09:06:01,0.0
X1000_20220730_50,2022-09-13 17:40:14,0.0
X1000_20220730_34,2022-08-28 19:45:49,0.0
X1000_20220730_45,2022-11-18 19:32:30,0.0
,,
X1000_20220730_60,2022-10-28 14:22:58,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20220730_69,2022-09-03 18:12:04,0.0
X1000_20220730_30,2022-09-07 18:34:09,0.0
X1000_20220730_88,2022-09-21 13:33:17,0.0
X1000_20220730_93,2022-09-17 16:45:49,0.0
X1000_20220730_58,2022-09-12 12:44:40,0.0
X1000_20220730_82,2022-09-08 09:39:06,0.0
X1000_20220730_19,2022-09-02 16:06:07,0.0
X1000_20220730_29,2022-08-21 12:53:33,0.0
X1000_20220730_63,2022-09-22 15:08:26,0.0
X1000_20220730_22,2022-10-06 15:43:33,0.0
X1000_20220730_53,2022-10-09 13:20:51,0.0
X1000_20220730_43,2022-10-14 19:49:30,0.0
X1000_20220730_25,2022-09-29 10:09:50,0.0
X1000_20220730_6,2022-10-10 11:31:41,0.0
X1000_20220730_33,2022-10-21 11:53:07,0.0
X1000_20220730_66,2022-09-02 09:01:00,0.0
X1000_20220730_3,2022-09-30 09:47:34,0.0
X1000_20220730_39,2022-09-08 13:25:14,0.0
X1000_20220730_67,2022-08-24 09:51:47,0.0
X1000_20220730_21,2022-09-02 19:19:55,0.0
X1000_20220730_79,2022-09-16 16:01:14,0.0
X1000_20220730_17,2022-08-28 08:51:08,0.0
X1000_20220730_61,2022-10-03 15:37:50,0.0
X1000_20220730_40,2022-10-13 18:06:40,0.0
X1000_20220730_12,2022-10-24 16:19:41,0.0
X1000_20220730_73,2022-08-27 08:23:03,0.0
X1000_20220730_64,2022-10-13 08:38:06,0.0
X1000_20220730_89,2022-10-12 13:41:08,0.0
X1000_20220730_5,2022-10-11 17:30:34,0.0
X1000_20220730_90,2022-10-24 15:40:44,0.0
X1000_20220730_52,,
X1000_20220730_77,2022-09-28 15:17:03,0.0
X1000_20220730_65,2022-10-08 10:11:20,0.0
X1000_20220730_1,,
X1000_20220730_24,2022-10-14 14:15:55,0.0
X1000_20220730_75,2022-09-05 19:26:57,0.0
X1000_20220730_26,2022-09-27 13:34:52,0.0
X1000_20220730_85,2022-10-04 08:13:31,0.0
,,
X1000_20220730_84,2022-09-06 10:34:09,0.0
X1000_20220730_11,2022-10-31 16:09:27,0.0
X1000_20220730_36,2022-10-06 10:09:21,0.0
X1000_20220730_31,2022-09-13 14:25:36,0.0
X1000_20220730_47,2022-09-25 14:06:20,1.0
X1000_20220730_76,2022-10-21 08:47:25,0.0
X1000_20220730_8,,
X1000_20220730_4,2022-10-06 09:33:08,0.0
X1000_20220730_62,2022-09-20 09:05:26,0.0
X1000_20220730_86,2022-10-04 15:35:20,0.0
X1000_20220730_57,2022-10-27 11:35:29,0.0
X1000_20220730_23,2022-08-25 11:37:49,0.0
X1000_20220730_59,2022-09-21 11:26:10,0.0
X1000_20220730_42,,
X1000_20220731_91,2022-09-25 10:56:08,0.0
X1000_20220731_50,2022-09-19 08:40:56,0.0
X1000_20220731_34,2022-10-04 13:43:19,0.0
X1000_20220731_82,2022-08-21 09:11:37,0.0
X1000_20220731_78,2022-10-18 15:35:01,0.0
X1000_20220731_85,2022-10-18 10:33:58,0.0
X1000_20220731_37,,
X1000_20220731_74,2022-10-29 12:50:00,0.0
X1000_20220731_64,2022-09-09 12:41:50,0.0
X1000_20220731_20,2022-09-04 14:46:26,1.0
X1000_20220731_76,2022-09-25 12:18:50,0.0
X1000_20220731_63,2022-08-29 18:38:09,1.0
X1000_20220731_2,2022-09-26 08:12:04,0.0
X1000_20220731_59,2022-09-06 08:18:42,0.0
X1000_20220731_84,2022-10-05 19:46:24,0.0
X1000_20220731_18,,
X1000_20220731_58,2022-08-22 13:28:08,0.0
X1000_20220731_35,2022-10-03 18:59:35,0.0
X1000_20220731_10,2022-08-21 12:34:49,0.0
X1000_20220731_54,2022-10-13 09:19:37,0.0
X1000_20220731_42,2022-10-11 19:46:22,0.0
X1000_20220731_70,2022-08-28 18:47:05,0.0
X1000_20220731_40,2022-09-07 08:43:35,0.0
X1000_20220731_79,2022-09-12 17:55:31,0.0
X1000_20220731_66,2022-10-03 18:44:34,0.0
X1000_20220731_65,2022-10-06 09:27:56,0.0
X1000_20220731_55,2022-10-20 15:47:24,0.0
X1000_20220731_47,2022-09-15 17:10:44,0.0
X1000_20220731_31,2022-09-22 15:31:35,0.0
X1000_20220731_90,2022-10-06 08:33:39,0.0
X1000_20220731_89,2022-09-14 12:26:48,1.0
X1000_20220731_57,2022-09-01 10:31:12,0.0
X1000_20220731_28,2022-09-23 14:16:15,0.0
X1000_20220731_68,2022-09-18 08:26:10,0.0
X1000_20220731_17,2022-10-13 08:12:53,0.0
X1000_20220731_27,2022-10-01 11:13:59,0.0
X1000_20220731_48,2022-09-19 11:52:58,0.0
X1000_20220731_30,2022-10-03 13:23:36,0.0
X1000_20220731_86,2022-09-11 15:09:05,0.0
X1000_20220731_88,2022-09-02 17:34:07,0.0
X1000_20220731_61,2022-10-14 08:56:23,0.0
,,
X1000_20220731_72,2022-08-31 16:11:49,0.0
X1000_20220731_39,2022-09-13 17:17:07,0.0
X1000_20220731_80,2022-10-18 19:34:04,0.0
X1000_20220731_7,2022-09-07 08:44:22,0.0
X1000_20220731_45,2022-09-27 13:23:12,0.0
X1000_20220731_36,2022-10-23 09:19:01,0.0
X1000_20220731_29,2022-10-10 14:09:10,0.0
X1000_20220731_14,2022-09-26 10:56:08,0.0
X1000_20220731_23,,
X1000_20220731_33,2022-10-25 17:44:06,0.0
X1000_20220731_44,2022-09-24 17:12:21,0.0
X1000_20220731_49,2022-09-05 17:05:13,0.0
X1000_20220731_41,2022-10-18 19:54:22,0.0
X1000_20220731_11,2022-10-15 08:21:51,0.0
X1000_20220731_12,2022-09-30 08:02:17,0.0
X1000_20220731_19,2022-09-06 17:49:23,0.0
X1000_20220731_5,2022-09-18 14:06:28,0.0
X1000_20220731_75,2022-09-30 09:29:05,0.0
X1000_20220731_24,2022-08-25 14:49:10,0.0
X1000_20220731_77,2022-09-24 12:20:29,0.0
X1000_20220731_22,2022-09-18 14:55:38,0.0
X1000_20220731_13,2022-09-24 19:49:19,0.0
,,
X1000_20220731_60,2022-08-30 10:05:56,0.0
X1000_20220731_73,2022-09-03 15:37:30,0.0
X1000_20220731_38,2022-09-27 10:21:21,0.0
X1000_20220731_52,2022-08-21 10:03:12,0.0
X1000_20220731_46,2022-10-09 14:31:23,0.0
X1000_20220731_83,2022-11-26 10:46:32,0.0
X1000_20220731_8,2022-11-05 16:41:50,0.0
X1000_20220731_69,2022-08-28 14:53:50,0.0
X1000_20220731_26,2022-10-30 17:24:09,0.0
X1000_20220801_3,2022-09-26 12:55:53,0.0
X1000_20220801_48,2022-09-19 18:37:39,1.0
X1000_20220801_8,2022-09-28 17:11:05,0.0
X1000_20220801_19,2022-09-22 15:38:22,0.0
X1000_20220801_29,2022-09-26 13:09:34,0.0
X1000_20220801_45,2022-09-21 18:17:10,0.0
X1000_20220801_72,2022-09-09 09:30:01,0.0
X1000_20220801_66,2022-09-18 18:36:42,0.0
X1000_20220801_79,2022-09-29 19:51:08,0.0
X1000_20220801_43,2022-10-19 17:36:13,0.0
X1000_20220801_89,2022-09-22 18:56:18,0.0
X1000_20220801_5,2022-10-04 11:21:44,0.0
X1000_20220801_21,2022-10-22 13:52:37,0.0
X1000_20220801_90,2022-09-12 12:21:00,0.0
X1000_20220801_26,2022-08-22 14:41:33,0.0
X1000_20220801_36,2022-09-28 10:30:27,0.0
X1000_20220801_10,2022-10-28 18:40:41,0.0
X1000_20220801_13,2022-09-22 10:59:37,0.0
X1000_20220801_9,2022-10-06 10:58:48,0.0
X1000_20220801_51,2022-10-12 14:50:49,0.0
X1000_20220801_16,2022-10-31 18:41:41,0.0
X1000_20220801_68,2022-09-17 08:34:34,0.0
X1000_20220801_7,2022-09-26 13:52:37,0.0
X1000_20220801_56,2022-09-17 12:03:30,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20220801_47,2022-09-13 18:27:39,0.0
X1000_20220801_27,2022-09-28 18:10:06,0.0
X1000_20220801_69,2022-10-06 09:10:48,0.0
X1000_20220801_86,2022-09-30 15:33:22,1.0
X1000_20220801_32,2022-08-29 16:32:36,0.0
X1000_20220801_77,2022-10-14 18:36:02,1.0
X1000_20220801_37,2022-10-07 19:00:14,0.0
X1000_20220801_17,2022-10-24 14:20:01,0.0
X1000_20220801_81,2022-10-12 16:22:40,0.0
X1000_20220801_52,2022-11-02 18:11:08,0.0
X1000_20220801_38,2022-10-12 08:22:21,0.0
X1000_20220801_60,2022-10-16 15:20:12,0.0
X1000_20220801_44,2022-10-12 18:19:47,0.0
X1000_20220801_62,2022-09-08 18:04:08,0.0
X1000_20220801_25,2022-09-25 14:26:54,0.0
X1000_20220801_83,2022-10-02 12:38:45,0.0
X1000_20220801_80,2022-11-12 10:19:03,0.0
X1000_20220801_1,2022-10-03 15:06:59,0.0
X1000_20220801_12,2022-09-17 11:19:59,0.0
X1000_20220801_67,2022-10-22 16:01:31,0.0
X1000_20220801_53,2022-10-20 08:06:22,0.0
X1000_20220801_6,2022-09-20 13:06:16,1.0
X1000_20220801_24,2022-10-07 16:12:31,0.0
X1000_20220801_28,2022-10-06 09:37:44,0.0
X1000_20220801_15,2022-09-18 18:19:37,0.0
X1000_20220801_87,2022-10-12 14:07:04,0.0
X1000_20220801_41,2022-11-20 09:28:35,0.0
X1000_20220801_46,2022-09-15 10:26:38,0.0
X1000_20220801_82,2022-10-13 08:20:56,0.0
X1000_20220801_11,2022-11-14 16:32:47,0.0
X1000_20220801_54,2022-09-28 08:27:17,0.0
X1000_20220801_14,2022-10-23 11:11:19,0.0
X1000_20220801_59,2022-08-22 17:09:29,0.0
X1000_20220801_31,2022-09-18 16:54:05,0.0
X1000_20220801_30,2022-09-13 09:32:31,0.0
X1000_20220801_18,2022-09-06 09:01:22,0.0
X1000_20220801_42,2022-11-09 14:46:42,0.0
X1000_20220801_65,2022-08-31 16:15:15,0.0
X1000_20220801_84,2022-09-20 11:29:37,0.0
X1000_20220801_2,2022-10-15 12:05:12,0.0
X1000_20220801_91,2022-10-13 12:26:54,0.0
X1000_20220801_20,2022-09-08 13:45:37,0.0
X1000_20220801_74,2022-09-03 13:08:52,0.0
X1000_20220801_4,2022-10-23 16:49:07,0.0
X1000_20220801_33,2022-09-14 19:35:01,0.0
X1000_20220801_55,,
X1000_20220801_34,2022-09-19 15:02:45,0.0
X1000_20220802_52,2022-10-01 12:25:03,0.0
X1000_20220802_54,2022-10-06 19:21:36,0.0
X1000_20220802_11,2022-11-17 14:07:40,0.0
X1000_20220802_83,2022-10-06 11:36:00,0.0
X1000_20220802_59,2022-10-17 14:26:34,0.0
X1000_20220802_39,2022-08-29 18:58:22,0.0
X1000_20220802_76,2022-09-15 15:08:11,0.0
X1000_20220802_14,2022-10-09 14:11:02,0.0
X1000_20220802_69,2022-10-08 08:25:21,1.0
X1000_20220802_74,2022-10-21 14:21:02,1.0
X1000_20220802_47,2022-10-25 12:45:31,0.0
X1000_20220802_1,2022-10-10 15:25:46,1.0
X1000_20220802_20,2022-09-30 17:58:56,0.0
X1000_20220802_79,2022-10-09 19:25:12,0.0
X1000_20220802_87,2022-10-14 16:03:35,0.0
X1000_20220802_33,,
X1000_20220802_15,2022-10-29 08:02:53,0.0
X1000_20220802_65,,
X1000_20220802_51,2022-09-12 10:20:54,0.0
X1000_20220802_64,,
X1000_20220802_60,2022-09-26 15:56:19,0.0
X1000_20220802_2,2022-09-07 18:45:22,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20220802_58,2022-09-24 10:57:50,0.0
X1000_20220802_73,2022-09-27 17:05:10,0.0
X1000_20220802_17,2022-09-25 08:55:22,0.0
X1000_20220802_42,2022-10-18 09:50:23,0.0
X1000_20220802_7,2022-11-01 18:45:29,0.0
X1000_20220802_21,2022-11-01 19:32:54,0.0
X1000_20220802_75,2022-10-16 16:54:36,0.0
X1000_20220802_28,2022-10-07 12:14:22,0.0
X1000_20220802_89,2022-10-07 13:35:16,0.0
X1000_20220802_72,2022-10-05 10:59:24,0.0
X1000_20220802_40,2022-09-28 13:54:35,0.0
X1000_20220802_36,2022-08-23 16:12:28,0.0
X1000_20220802_56,2022-10-30 17:01:51,0.0
X1000_20220802_85,2022-09-16 13:44:46,0.0
X1000_20220802_90,2022-10-01 13:11:56,0.0
X1000_20220802_45,2022-09-15 11:54:30,0.0
X1000_20220802_81,2022-10-26 18:00:31,0.0
X1000_20220802_55,2022-10-26 08:13:35,0.0
X1000_20220802_18,,
X1000_20220802_62,2022-10-23 14:28:59,0.0
X1000_20220802_25,2022-10-03 14:10:41,0.0
X1000_20220802_37,2022-09-12 17:31:54,0.0
X1000_20220802_82,2022-09-29 18:44:54,0.0
X1000_20220802_4,2022-09-04 14:49:59,0.0
X1000_20220802_29,2022-10-16 10:50:37,0.0
X1000_20220802_68,2022-09-30 18:40:13,0.0
X1000_20220802_44,2022-10-30 17:13:13,1.0
X1000_20220802_77,2022-10-12 17:49:08,0.0
X1000_20220802_22,2022-08-31 19:47:29,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20220802_10,2022-09-28 15:10:17,0.0
X1000_20220802_6,2022-09-04 11:53:13,0.0
X1000_20220802_49,2022-09-24 10:14:27,0.0
X1000_20220802_9,2022-10-12 12:04:43,0.0
X1000_20220802_3,2022-10-02 09:50:30,0.0
X1000_20220802_31,2022-10-26 11:43:42,0.0
X1000_20220802_24,2022-10-13 15:16:15,0.0
X1000_20220802_27,2022-10-05 13:20:32,1.0
X1000_20220802_66,2022-09-15 17:52:06,0.0
X1000_20220802_12,2022-09-27 12:00:29,0.0
X1000_20220802_41,2022-10-16 08:03:34,1.0
X1000_20220802_70,2022-09-23 13:55:41,0.0
X1000_20220802_23,2022-09-23 13:58:42,0.0
X1000_20220802_19,2022-09-14 13:29:38,0.0
X1000_20220802_38,2022-10-13 18:43:11,0.0
X1000_20220802_84,2022-10-23 18:42:42,0.0
X1000_20220802_61,2022-10-03 17:16:20,0.0
X1000_20220802_34,2022-11-13 16:05:27,1.0
X1000_20220803_59,2022-10-09 08:21:43,0.0
X1000_20220803_18,2022-10-19 13:42:48,0.0
X1000_20220803_36,2022-09-27 16:23:21,1.0
X1000_20220803_39,2022-09-28 17:55:14,0.0
X1000_20220803_88,2022-09-03 09:48:30,0.0
X1000_20220803_4,2022-10-11 15:03:08,0.0
X1000_20220803_86,2022-09-30 17:22:17,0.0
X1000_20220803_14,2022-09-10 10:25:28,0.0
X1000_20220803_52,2022-09-25 11:06:05,0.0
X1000_20220803_68,2022-10-13 10:35:10,0.0
X1000_20220803_55,2022-09-05 08:18:49,0.0
X1000_20220803_6,2022-09-20 12:28:08,0.0
X1000_20220803_57,2022-09-14 13:01:05,0.0
X1000_20220803_89,2022-09-17 16:48:08,0.0
X1000_20220803_23,2022-08-28 18:27:51,0.0
X1000_20220803_34,2022-10-25 14:03:56,0.0
X1000_20220803_51,2022-09-25 12:43:40,0.0
X1000_20220803_17,2022-09-30 10:50:45,0.0
X1000_20220803_50,2022-11-02 11:18:42,0.0
X1000_20220803_79,2022-10-19 14:49:28,0.0
X1000_20220803_22,2022-09-25 10:05:14,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20220803_56,2022-09-16 14:51:32,0.0
X1000_20220803_44,2022-09-23 15:15:12,0.0
X1000_20220803_5,2022-10-10 16:03:07,0.0
X1000_20220803_46,2022-10-06 13:58:57,0.0
X1000_20220803_27,2022-10-12 10:43:52,0.0
X1000_20220803_25,2022-10-07 16:54:47,0.0
X1000_20220803_70,2022-10-01 10:03:08,0.0
X1000_20220803_67,2022-11-04 15:51:53,0.0
X1000_20220803_28,2022-09-20 19:55:33,0.0
X1000_20220803_8,2022-09-27 19:23:49,0.0
X1000_20220803_30,2022-10-11 13:30:45,0.0
X1000_20220803_77,2022-08-24 18:35:12,0.0
,,
X1000_20220803_16,2022-10-02 10:09:29,1.0
X1000_20220803_12,2022-10-10 08:01:27,0.0
X1000_20220803_84,2022-09-07 10:21:55,0.0
X1000_20220803_31,2022-10-30 08:07:48,0.0
X1000_20220803_69,2022-11-05 18:26:01,0.0
X1000_20220803_3,2022-10-25 11:18:26,0.0
X1000_20220803_72,2022-10-12 13:17:48,0.0
X1000_20220803_32,2022-10-16 16:00:25,0.0
X1000_20220803_45,2022-09-17 16:25:33,0.0
X1000_20220803_38,2022-10-11 08:30:04,0.0
X1000_20220803_15,2022-10-06 12:35:08,0.0
X1000_20220803_58,2022-09-21 15:25:31,0.0
X1000_20220803_41,2022-10-10 13:21:20,0.0
X1000_20220803_76,2022-11-12 12:12:55,0.0
X1000_20220803_62,2022-08-31 16:49:01,0.0
X1000_20220803_75,,
X1000_20220803_54,2022-10-16 11:21:48,0.0
X1000_20220803_40,2022-09-23 12:28:53,0.0
X1000_20220803_53,2022-08-24 08:20:32,0.0
X1000_20220803_85,2022-10-29 13:26:14,0.0
X1000_20220803_1,2022-09-01 19:16:49,0.0
X1000_20220803_26,2022-10-06 15:10:19,0.0
0000000000000000,2000-01-01 12:00:00,1.0
X1000_20220803_35,2022-09-03 17:54:10,0.0
X1000_20220803_87,2022-10-28 17:12:18,0.0
X1000_20220803_82,2022-10-11 13:18:34,0.0
X1000_20220803_47,2022-09-14 14:00:08,0.0
,,
X1000_20220803_65,2022-09-17 10:25:50,0.0
X1000_20220803_10,2022-09-01 14:08:15,0.0
X1000_20220803_73,2022-10-14 15:25:44,0.0
X1000_20220803_37,2022-10-15 16:58:26,0.0
X1000_20220803_29,2022-11-21 13:12:12,0.0
X1000_20220803_21,2022-10-05 09:54:36,0.0
X1000_20220803_2,2022-09-28 10:35:55,0.0
X1000_20220803_81,2022-10-06 17:51:46,0.0
X1000_20220804_80,2022-10-23 10:09:22,0.0
X1000_20220804_1,2022-09-29 12:34:42,0.0
X1000_20220804_26,2022-09-21 11:28:42,1.0
X1000_20220804_5,2022-09-08 11:45:51,0.0
X1000_20220804_67,2022-10-11 10:04:42,0.0
X1000_20220804_70,2022-11-08 12:24:34,0.0
X1000_20220804_73,2022-10-20 11:00:37,0.0
X1000_20220804_69,2022-10-24 19:11:25,0.0
X1000_20220804_37,2022-10-11 13:57:35,0.0
X1000_20220804_48,2022-09-04 16:23:05,0.0
X1000_20220804_75,2022-09-06 16:57:09,0.0
X1000_20220804_39,2022-09-12 08:26:16,0.0
X1000_20220804_92,2022-10-25 15:40:05,0.0
X1000_20220804_91,2022-10-01 10:25:08,0.0
X1000_20220804_2,2022-10-15 18:05:34,1.0
X1000_20220804_45,2022-08-25 17:51:54,1.0
X1000_20220804_83,2022-10-26 12:17:09,0.0
X1000_20220804_60,2022-09-01 14:31:53,0.0
X1000_20220804_52,2022-10-01 15:27:09,0.0
X1000_20220804_76,2022-09-27 08:27:14,0.0
X1000_20220804_27,2022-10-13 14:56:24,0.0
X1000_20220804_85,2022-09-24 14:41:11,0.0
X1000_20220804_15,2022-09-28 18:01:09,0.0
X1000_20220804_32,2022-10-02 16:26:49,0.0
X1000_20220804_72,2022-08-25 18:08:24,0.0
X1000_20220804_44,2022-09-06 17:26:11,0.0
X1000_20220804_10,2022-09-29 08:13:49,0.0
X1000_20220804_11,,
X1000_20220804_38,2022-09-19 10:28:05,1.0
X1000_20220804_43,2022-09-25 11:49:27,0.0
X1000_20220804_42,2022-11-13 14:16:27,0.0
X1000_20220804_4,2022-10-25 14:56:15,0.0
X1000_20220804_6,2022-09-21 09:08:19,0.0
